Age,Gender,EducationLevel,ExperienceYears,PreviousCompanies,DistanceFromCompany,InterviewScore,SkillScore,PersonalityScore,RecruitmentStrategy,HiringDecision
41.0,Female,Bachelor's (Type 1),1.0,3,23.83652964,19.0,60.0,51.0,Aggressive,0
42.0,Female,Bachelor's (Type 2),8.0,3,17.46153077,81.0,7.0,14.0,Aggressive,1
24.0,Female,Master's,0.0,4,3.624085505,0.0,2.0,45.0,Aggressive,0
20.0,Male,Master's,5.0,1,23.51181433,29.0,24.0,22.0,Conservative,0
20.0,Female,Bachelor's (Type 2),5.0,4,13.73743537,96.0,68.0,11.0,Moderate,0
38.0,Male,PhD,4.0,1,18.59424172,23.0,54.0,92.0,Moderate,0
49.0,Female,Bachelor's (Type 2),15.0,4,36.28076524,13.0,39.0,43.0,Moderate,0
21.0,Female,Bachelor's (Type 1),12.0,2,27.0775492,35.0,82.0,14.0,Conservative,0
40.0,Male,Bachelor's (Type 2),4.0,2,7.23237145,68.0,81.0,92.0,Conservative,0
31.0,Female,Bachelor's (Type 2),0.0,5,49.07072702,74.0,49.0,48.0,Moderate,0
45.0,Male,Bachelor's (Type 1),9.0,4,32.79553829,23.0,94.0,20.0,Aggressive,1
25.0,Male,PhD,11.0,3,39.29342128,59.0,32.0,14.0,Aggressive,1
42.0,Female,Bachelor's (Type 2),4.0,5,4.9606575,94.0,17.0,13.0,Conservative,0
23.0,Male,Master's,1.0,2,3.352918973,54.0,56.0,41.0,Moderate,0
42.0,Female,Bachelor's (Type 2),6.0,4,1.972402518,76.0,15.0,79.0,Aggressive,1
30.0,Female,Bachelor's (Type 1),2.0,5,10.43970139,79.0,79.0,14.0,Moderate,0
43.0,Male,Bachelor's (Type 2),12.0,4,21.72041989,23.0,37.0,62.0,Conservative,0
46.0,Male,Bachelor's (Type 1),14.0,2,47.79130667,76.0,40.0,67.0,Moderate,0
36.0,Male,Bachelor's (Type 2),3.0,5,23.85298296,23.0,6.0,26.0,Moderate,0
50.0,Male,PhD,2.0,2,15.51275527,53.0,77.0,86.0,Conservative,0
25.0,Female,Bachelor's (Type 2),2.0,1,29.09676268,25.0,52.0,92.0,Moderate,0
43.0,Female,Bachelor's (Type 2),3.0,2,6.596728907,65.0,62.0,52.0,Aggressive,0
24.0,Male,Bachelor's (Type 1),4.0,4,31.47529455,79.0,88.0,51.0,Conservative,0
39.0,Female,Bachelor's (Type 1),0.0,3,29.42159772,37.0,31.0,62.0,Conservative,0
21.0,Female,Bachelor's (Type 1),3.0,2,40.59965167,64.0,37.0,72.0,Conservative,0
25.0,Female,Bachelor's (Type 2),11.0,3,50.33438058,74.0,21.0,52.0,Moderate,0
41.0,Female,Bachelor's (Type 1),11.0,1,13.54367359,50.0,15.0,56.0,Aggressive,0
30.0,Male,Bachelor's (Type 2),10.0,5,26.48282254,34.0,51.0,51.0,Conservative,0
50.0,Male,Bachelor's (Type 2),7.0,5,46.44327032,42.0,28.0,42.0,Aggressive,0
35.0,Female,Bachelor's (Type 2),9.0,3,40.25949422,28.0,15.0,6.0,Conservative,0
35.0,Male,Bachelor's (Type 1),6.0,5,25.37031516,36.0,75.0,41.0,Conservative,0
20.0,Male,Bachelor's (Type 2),8.0,2,48.26858248,80.0,16.0,3.0,Moderate,0
28.0,Male,PhD,4.0,3,3.861834676,57.0,100.0,68.0,Conservative,0
47.0,Female,Bachelor's (Type 2),12.0,4,47.54993099,53.0,63.0,4.0,Moderate,0
46.0,Female,Bachelor's (Type 2),14.0,2,3.525369619,38.0,90.0,74.0,Aggressive,1
25.0,Female,Bachelor's (Type 1),9.0,2,28.36523721,41.0,88.0,91.0,Moderate,0
35.0,Male,PhD,3.0,2,45.5220474,27.0,12.0,79.0,Aggressive,1
48.0,Female,Bachelor's (Type 2),7.0,4,14.13604718,28.0,71.0,40.0,Moderate,0
22.0,Female,Bachelor's (Type 2),8.0,1,24.61242495,42.0,55.0,93.0,Aggressive,1
39.0,Male,Master's,12.0,5,17.21644396,2.0,4.0,3.0,Moderate,0
47.0,Female,Bachelor's (Type 2),6.0,3,48.60719585,9.0,11.0,1.0,Conservative,0
46.0,Female,Bachelor's (Type 2),13.0,1,42.18227974,58.0,40.0,66.0,Conservative,0
23.0,Male,Bachelor's (Type 2),15.0,3,36.45007557,13.0,2.0,20.0,Moderate,0
38.0,Male,Bachelor's (Type 2),6.0,5,30.38134933,75.0,98.0,69.0,Moderate,1
45.0,Male,PhD,15.0,4,42.02958947,46.0,32.0,42.0,Moderate,0
22.0,Female,Master's,4.0,2,20.61335208,41.0,85.0,81.0,Conservative,0
50.0,Female,Bachelor's (Type 2),3.0,2,23.37759276,93.0,49.0,68.0,Moderate,0
38.0,Female,Bachelor's (Type 1),13.0,4,37.50008605,31.0,55.0,8.0,Moderate,0
39.0,Male,Bachelor's (Type 1),9.0,1,18.88773816,31.0,8.0,83.0,Conservative,0
26.0,Male,Bachelor's (Type 2),0.0,1,4.195047102,41.0,81.0,27.0,Moderate,0
39.0,Female,Master's,9.0,3,4.716730444,31.0,49.0,25.0,Conservative,0
28.0,Female,Bachelor's (Type 2),9.0,4,6.768140065,25.0,28.0,81.0,Conservative,0
20.0,Male,Bachelor's (Type 2),6.0,1,44.48406617,0.0,38.0,82.0,Conservative,0
27.0,Male,Master's,15.0,4,24.61132129,55.0,90.0,2.0,Aggressive,1
26.0,Male,Bachelor's (Type 1),0.0,5,36.64411847,1.0,99.0,72.0,Moderate,0
37.0,Male,Bachelor's (Type 2),0.0,2,20.64546678,80.0,44.0,99.0,Conservative,0
27.0,Female,Bachelor's (Type 1),4.0,2,13.93554737,29.0,16.0,94.0,Moderate,0
20.0,Male,PhD,12.0,2,18.35960838,70.0,55.0,48.0,Moderate,0
30.0,Female,Bachelor's (Type 2),8.0,4,40.70911727,51.0,97.0,16.0,Aggressive,1
47.0,Female,Bachelor's (Type 1),5.0,4,32.26080625,90.0,45.0,62.0,Aggressive,1
44.0,Female,Bachelor's (Type 2),2.0,3,47.881989,8.0,66.0,54.0,Moderate,0
44.0,Male,Bachelor's (Type 2),12.0,2,34.98523893,21.0,68.0,22.0,Moderate,0
37.0,Male,Master's,2.0,3,29.50908159,33.0,13.0,33.0,Moderate,0
42.0,Male,Master's,6.0,2,31.50980045,48.0,66.0,68.0,Moderate,1
50.0,Male,Bachelor's (Type 2),5.0,3,48.11857197,0.0,22.0,14.0,Moderate,0
49.0,Female,Bachelor's (Type 1),8.0,3,40.41004649,72.0,93.0,46.0,Moderate,0
29.0,Male,Bachelor's (Type 1),5.0,5,2.202061868,83.0,60.0,2.0,Moderate,0
22.0,Male,Bachelor's (Type 1),4.0,3,27.70698481,52.0,22.0,82.0,Moderate,0
26.0,Female,Bachelor's (Type 2),9.0,4,35.41692058,82.0,26.0,27.0,Moderate,0
47.0,Male,Master's,6.0,3,38.43492392,99.0,53.0,2.0,Aggressive,1
35.0,Female,Bachelor's (Type 2),0.0,2,11.65710597,39.0,9.0,3.0,Moderate,0
45.0,Female,Bachelor's (Type 1),11.0,3,44.35886772,44.0,88.0,87.0,Moderate,0
35.0,Female,Bachelor's (Type 2),6.0,1,48.79215736,67.0,76.0,30.0,Moderate,0
44.0,Female,Master's,15.0,2,12.83576529,8.0,15.0,44.0,Moderate,0
39.0,Female,Master's,2.0,1,45.13077288,21.0,40.0,58.0,Moderate,0
47.0,Female,Master's,13.0,2,5.848938126,17.0,97.0,44.0,Aggressive,1
36.0,Female,Bachelor's (Type 2),8.0,4,3.785341806,75.0,54.0,74.0,Conservative,1
21.0,Female,Bachelor's (Type 1),14.0,4,7.461190005,42.0,100.0,36.0,Aggressive,1
20.0,Male,Master's,5.0,4,3.887053973,38.0,60.0,64.0,Conservative,0
35.0,Male,Bachelor's (Type 2),8.0,1,43.25061186,72.0,85.0,8.0,Moderate,0
49.0,Male,Bachelor's (Type 2),12.0,5,3.952507223,5.0,80.0,16.0,Moderate,0
31.0,Male,Master's,14.0,2,14.58320957,82.0,86.0,64.0,Aggressive,1
24.0,Female,Master's,4.0,4,6.187817177,47.0,99.0,2.0,Aggressive,1
24.0,Male,Bachelor's (Type 2),6.0,2,15.77110182,6.0,48.0,25.0,Aggressive,0
46.0,Female,Bachelor's (Type 2),12.0,1,5.52797338,79.0,72.0,52.0,Aggressive,1
42.0,Male,Bachelor's (Type 2),15.0,5,34.40016254,68.0,51.0,30.0,Moderate,0
28.0,Male,Bachelor's (Type 2),13.0,1,7.666340817,15.0,1.0,25.0,Moderate,0
28.0,Male,Bachelor's (Type 2),3.0,2,43.59229629,0.0,95.0,22.0,Moderate,0
22.0,Female,Master's,14.0,5,41.85955254,36.0,49.0,29.0,Aggressive,1
38.0,Male,Master's,15.0,5,1.683084274,82.0,85.0,9.0,Conservative,1
35.0,Female,Master's,6.0,1,45.78631778,36.0,42.0,71.0,Moderate,0
35.0,Female,Bachelor's (Type 1),12.0,4,2.447215837,80.0,76.0,88.0,Aggressive,1
22.0,Male,Master's,0.0,2,12.98228925,63.0,7.0,63.0,Moderate,0
39.0,Male,Master's,6.0,3,2.619456889,89.0,58.0,21.0,Aggressive,1
43.0,Male,Bachelor's (Type 2),7.0,3,17.79217435,85.0,64.0,14.0,Aggressive,1
41.0,Female,Master's,4.0,1,26.69332629,61.0,80.0,55.0,Moderate,0
43.0,Male,Master's,1.0,2,40.83224345,71.0,11.0,73.0,Moderate,0
20.0,Female,Bachelor's (Type 2),4.0,2,17.89907752,60.0,3.0,19.0,Conservative,0
43.0,Female,Bachelor's (Type 2),5.0,1,36.27450123,32.0,76.0,46.0,Moderate,0
39.0,Male,Bachelor's (Type 1),11.0,2,10.37522286,65.0,94.0,86.0,Conservative,0
30.0,Male,Bachelor's (Type 2),1.0,4,38.52992284,29.0,40.0,52.0,Conservative,0
36.0,Female,Bachelor's (Type 2),13.0,1,12.7998303,19.0,6.0,52.0,Conservative,0
27.0,Female,Master's,5.0,4,8.177237797,59.0,86.0,0.0,Moderate,0
23.0,Female,Bachelor's (Type 2),5.0,2,10.27044252,81.0,87.0,1.0,Aggressive,1
25.0,Male,Bachelor's (Type 1),0.0,1,10.10315644,73.0,68.0,57.0,Aggressive,1
27.0,Female,Bachelor's (Type 2),13.0,2,26.64314397,23.0,68.0,18.0,Moderate,0
39.0,Male,Bachelor's (Type 1),0.0,1,43.23987906,3.0,80.0,61.0,Moderate,0
49.0,Female,Bachelor's (Type 1),13.0,2,4.98025385,36.0,29.0,77.0,Aggressive,1
22.0,Female,Bachelor's (Type 1),10.0,4,36.34781592,3.0,72.0,71.0,Moderate,0
35.0,Male,Bachelor's (Type 1),15.0,4,33.71732298,76.0,5.0,11.0,Aggressive,1
49.0,Female,Bachelor's (Type 1),9.0,2,44.62599759,88.0,88.0,25.0,Moderate,0
44.0,Male,Bachelor's (Type 2),2.0,1,13.20737803,76.0,18.0,26.0,Aggressive,0
22.0,Male,Bachelor's (Type 2),13.0,3,23.50549293,17.0,79.0,28.0,Moderate,0
44.0,Female,Master's,9.0,4,47.29136872,87.0,84.0,14.0,Moderate,1
48.0,Male,Bachelor's (Type 2),9.0,4,33.99967251,65.0,65.0,45.0,Aggressive,1
37.0,Male,Master's,14.0,3,20.43842064,47.0,9.0,0.0,Moderate,0
33.0,Female,Bachelor's (Type 1),11.0,2,7.570619143,32.0,15.0,59.0,Moderate,0
37.0,Male,Bachelor's (Type 2),2.0,1,14.1242504,57.0,36.0,91.0,Aggressive,0
21.0,Male,Master's,3.0,2,30.06077387,82.0,78.0,56.0,Aggressive,1
41.0,Male,Bachelor's (Type 1),1.0,5,36.90839738,72.0,76.0,2.0,Moderate,0
22.0,Female,Bachelor's (Type 2),8.0,4,7.221094343,27.0,76.0,17.0,Moderate,0
35.0,Male,Bachelor's (Type 2),9.0,5,30.979863,34.0,31.0,51.0,Moderate,0
48.0,Female,Bachelor's (Type 2),11.0,4,28.51756394,9.0,46.0,59.0,Aggressive,0
28.0,Female,Bachelor's (Type 1),10.0,4,26.69777233,64.0,71.0,33.0,Moderate,0
23.0,Male,Bachelor's (Type 2),13.0,5,35.50615588,41.0,42.0,95.0,Aggressive,1
20.0,Male,Bachelor's (Type 2),6.0,5,42.87247975,84.0,81.0,92.0,Conservative,1
23.0,Male,Bachelor's (Type 1),6.0,2,17.14948416,8.0,35.0,88.0,Moderate,0
20.0,Female,Bachelor's (Type 2),14.0,5,45.45060951,59.0,25.0,59.0,Conservative,0
33.0,Male,Master's,5.0,2,9.031680631,14.0,9.0,25.0,Moderate,0
40.0,Male,PhD,14.0,2,9.651193488,98.0,30.0,71.0,Moderate,1
35.0,Male,Bachelor's (Type 2),2.0,2,14.33860318,56.0,96.0,18.0,Moderate,0
39.0,Male,Master's,5.0,4,6.976543477,68.0,28.0,21.0,Moderate,0
43.0,Male,Bachelor's (Type 2),14.0,4,12.51596123,21.0,4.0,92.0,Moderate,0
27.0,Female,Bachelor's (Type 2),13.0,5,6.320588145,63.0,76.0,32.0,Moderate,0
26.0,Female,Bachelor's (Type 1),11.0,4,42.08762085,40.0,0.0,37.0,Moderate,0
22.0,Male,Master's,7.0,5,7.948449594,86.0,86.0,34.0,Moderate,1
36.0,Male,Bachelor's (Type 2),7.0,4,38.36487788,70.0,2.0,66.0,Moderate,0
20.0,Male,Bachelor's (Type 2),10.0,1,3.395693396,55.0,66.0,82.0,Conservative,0
35.0,Male,Bachelor's (Type 1),12.0,1,48.42601638,22.0,70.0,9.0,Moderate,0
31.0,Female,Master's,8.0,5,36.55800438,24.0,99.0,90.0,Moderate,1
46.0,Male,Master's,14.0,4,1.339827429,90.0,34.0,14.0,Moderate,0
38.0,Female,Master's,0.0,4,39.19282501,5.0,14.0,10.0,Moderate,0
41.0,Female,Bachelor's (Type 2),13.0,2,26.70409604,33.0,66.0,89.0,Conservative,0
42.0,Male,Bachelor's (Type 1),0.0,3,39.96825852,62.0,92.0,23.0,Conservative,0
41.0,Female,Bachelor's (Type 2),2.0,5,27.12484044,8.0,29.0,76.0,Moderate,0
33.0,Female,Bachelor's (Type 2),2.0,3,33.05124288,59.0,81.0,95.0,Moderate,0
49.0,Female,Bachelor's (Type 1),9.0,3,40.31658277,48.0,74.0,100.0,Moderate,0
25.0,Female,Bachelor's (Type 2),7.0,5,21.25540273,96.0,42.0,3.0,Moderate,0
25.0,Male,PhD,14.0,4,1.135407491,50.0,59.0,12.0,Conservative,0
32.0,Male,Master's,9.0,5,43.4973248,59.0,39.0,72.0,Aggressive,1
38.0,Female,Master's,0.0,3,20.04451813,69.0,64.0,56.0,Aggressive,1
41.0,Male,PhD,12.0,4,25.8021363,36.0,28.0,97.0,Aggressive,1
27.0,Male,Bachelor's (Type 2),1.0,1,1.388332108,30.0,73.0,36.0,Moderate,0
46.0,Male,Bachelor's (Type 2),1.0,5,25.60460052,97.0,91.0,47.0,Conservative,0
46.0,Male,PhD,2.0,5,50.32437008,40.0,94.0,70.0,Aggressive,1
21.0,Male,Bachelor's (Type 1),12.0,4,14.91338304,61.0,18.0,0.0,Moderate,0
40.0,Female,Master's,5.0,1,20.77091351,92.0,2.0,59.0,Moderate,0
49.0,Male,Bachelor's (Type 2),0.0,1,35.35949982,57.0,35.0,11.0,Moderate,0
20.0,Male,Bachelor's (Type 2),1.0,4,41.73968338,13.0,42.0,20.0,Moderate,0
47.0,Male,Bachelor's (Type 2),12.0,2,21.8695812,35.0,14.0,10.0,Conservative,0
34.0,Male,PhD,15.0,5,16.48344352,35.0,96.0,43.0,Aggressive,1
20.0,Female,Master's,14.0,5,47.89129,78.0,40.0,57.0,Moderate,0
24.0,Female,Bachelor's (Type 1),12.0,3,34.85724833,7.0,89.0,43.0,Aggressive,1
47.0,Female,Master's,15.0,4,6.951065225,25.0,79.0,77.0,Moderate,1
48.0,Female,Bachelor's (Type 2),0.0,3,4.446393907,35.0,35.0,97.0,Conservative,0
35.0,Male,Bachelor's (Type 2),4.0,3,25.17749254,47.0,96.0,33.0,Aggressive,0
38.0,Female,Bachelor's (Type 2),15.0,1,12.0045033,84.0,83.0,24.0,Aggressive,1
23.0,Male,Bachelor's (Type 2),12.0,5,13.69923767,27.0,76.0,3.0,Moderate,0
22.0,Male,Bachelor's (Type 2),12.0,3,44.88460894,67.0,32.0,63.0,Moderate,0
36.0,Male,PhD,6.0,1,5.478301216,61.0,4.0,89.0,Moderate,0
36.0,Male,Master's,15.0,4,36.76820576,79.0,100.0,15.0,Aggressive,1
31.0,Male,Bachelor's (Type 2),7.0,3,14.55711267,85.0,77.0,9.0,Aggressive,1
47.0,Female,Bachelor's (Type 1),9.0,5,39.01641107,75.0,90.0,65.0,Moderate,1
49.0,Female,PhD,0.0,3,37.12056922,79.0,86.0,34.0,Aggressive,1
48.0,Female,PhD,6.0,4,1.369595072,50.0,13.0,82.0,Conservative,0
33.0,Female,Master's,12.0,3,26.45677065,41.0,67.0,5.0,Aggressive,1
40.0,Male,Bachelor's (Type 1),4.0,5,7.965974119,100.0,82.0,18.0,Moderate,0
25.0,Female,Bachelor's (Type 1),9.0,1,44.31135153,28.0,46.0,58.0,Aggressive,0
22.0,Male,Bachelor's (Type 2),0.0,5,44.57929414,81.0,53.0,52.0,Aggressive,1
47.0,Female,Bachelor's (Type 1),2.0,1,21.91729037,9.0,3.0,7.0,Moderate,0
28.0,Male,Bachelor's (Type 2),6.0,2,23.21978092,38.0,93.0,77.0,Moderate,0
24.0,Male,PhD,9.0,5,16.16414697,81.0,82.0,9.0,Aggressive,1
43.0,Female,Bachelor's (Type 2),0.0,5,36.83031495,0.0,94.0,66.0,Aggressive,1
48.0,Male,Bachelor's (Type 1),6.0,4,18.93306815,38.0,94.0,37.0,Aggressive,1
36.0,Male,Bachelor's (Type 2),4.0,3,14.38962373,20.0,8.0,28.0,Moderate,0
33.0,Female,Bachelor's (Type 1),0.0,1,22.61155298,64.0,52.0,14.0,Moderate,0
40.0,Male,Bachelor's (Type 1),0.0,1,5.574375919,14.0,76.0,86.0,Aggressive,1
50.0,Female,Bachelor's (Type 2),13.0,4,38.33016023,3.0,77.0,22.0,Moderate,0
22.0,Female,Bachelor's (Type 2),0.0,4,1.629820064,59.0,59.0,81.0,Moderate,0
47.0,Female,Master's,10.0,3,33.22425308,60.0,45.0,45.0,Conservative,0
20.0,Male,PhD,8.0,3,10.14322634,19.0,53.0,82.0,Conservative,1
39.0,Male,Bachelor's (Type 2),10.0,5,12.62020231,9.0,73.0,27.0,Moderate,0
50.0,Male,Bachelor's (Type 2),12.0,2,32.78159993,86.0,94.0,25.0,Aggressive,1
48.0,Female,Master's,2.0,3,50.64717329,33.0,36.0,9.0,Aggressive,0
40.0,Male,Bachelor's (Type 2),14.0,4,39.88587445,47.0,22.0,46.0,Moderate,0
42.0,Female,Bachelor's (Type 1),12.0,3,12.29198161,32.0,26.0,3.0,Conservative,0
20.0,Female,Master's,4.0,1,9.801237752,97.0,69.0,54.0,Moderate,0
22.0,Male,Bachelor's (Type 1),10.0,2,44.31164351,60.0,89.0,65.0,Moderate,0
37.0,Female,Bachelor's (Type 2),15.0,5,23.2091974,9.0,65.0,66.0,Moderate,0
44.0,Male,Bachelor's (Type 2),9.0,1,7.852640141,53.0,60.0,6.0,Moderate,0
29.0,Male,Bachelor's (Type 2),11.0,1,44.11057117,83.0,76.0,54.0,Aggressive,1
50.0,Male,Bachelor's (Type 2),15.0,2,41.80461765,64.0,50.0,79.0,Moderate,0
41.0,Male,Master's,8.0,5,50.19531819,76.0,49.0,30.0,Aggressive,1
45.0,Male,Bachelor's (Type 1),5.0,4,46.48718434,0.0,18.0,73.0,Aggressive,0
22.0,Female,Bachelor's (Type 2),11.0,5,43.58951693,4.0,0.0,18.0,Moderate,0
27.0,Female,Master's,8.0,3,3.628719891,79.0,39.0,27.0,Aggressive,1
33.0,Female,Bachelor's (Type 2),7.0,1,6.220768475,14.0,31.0,80.0,Aggressive,1
43.0,Male,Bachelor's (Type 1),7.0,3,29.44915972,27.0,21.0,27.0,Aggressive,0
37.0,Male,Master's,0.0,4,27.57396231,94.0,92.0,18.0,Conservative,0
34.0,Male,Bachelor's (Type 2),12.0,3,23.89816072,22.0,65.0,100.0,Moderate,0
41.0,Female,Master's,8.0,5,20.83946627,16.0,39.0,86.0,Aggressive,1
42.0,Male,Master's,5.0,3,22.56052424,97.0,37.0,19.0,Moderate,0
21.0,Female,Bachelor's (Type 2),15.0,4,29.46489671,12.0,47.0,12.0,Aggressive,0
50.0,Female,Bachelor's (Type 2),8.0,4,1.10382588,13.0,54.0,76.0,Moderate,0
46.0,Male,PhD,2.0,4,14.03543871,10.0,74.0,42.0,Moderate,0
29.0,Male,Bachelor's (Type 1),11.0,5,26.91398603,27.0,80.0,10.0,Conservative,0
21.0,Female,Master's,2.0,4,37.11080493,41.0,54.0,47.0,Moderate,0
45.0,Male,Bachelor's (Type 1),5.0,1,9.70783462,95.0,50.0,14.0,Conservative,0
36.0,Female,Bachelor's (Type 2),8.0,4,28.34405869,98.0,59.0,16.0,Conservative,0
27.0,Male,Bachelor's (Type 2),6.0,3,36.72298419,60.0,7.0,53.0,Conservative,0
20.0,Male,PhD,13.0,3,23.2313829,63.0,85.0,49.0,Moderate,0
28.0,Female,PhD,12.0,3,2.354056684,30.0,67.0,27.0,Moderate,0
30.0,Male,Bachelor's (Type 1),2.0,5,23.46340792,80.0,74.0,82.0,Moderate,0
41.0,Female,Bachelor's (Type 1),2.0,3,15.82224439,72.0,71.0,3.0,Aggressive,1
35.0,Male,Master's,1.0,5,47.48248039,9.0,8.0,21.0,Aggressive,0
26.0,Female,Bachelor's (Type 2),8.0,5,7.230669284,7.0,89.0,85.0,Moderate,0
48.0,Female,Bachelor's (Type 1),12.0,4,33.62379778,20.0,1.0,100.0,Moderate,0
29.0,Male,Bachelor's (Type 2),14.0,1,3.635988317,76.0,79.0,38.0,Conservative,0
42.0,Female,Bachelor's (Type 2),2.0,4,23.30852189,58.0,94.0,33.0,Aggressive,0
45.0,Male,PhD,10.0,4,28.69897436,49.0,69.0,96.0,Aggressive,1
22.0,Male,Bachelor's (Type 2),4.0,5,15.89774657,68.0,84.0,43.0,Moderate,0
37.0,Male,Bachelor's (Type 2),13.0,5,23.75378178,69.0,89.0,41.0,Moderate,0
44.0,Female,Bachelor's (Type 2),13.0,3,9.177689727,29.0,58.0,39.0,Aggressive,1
43.0,Female,Master's,8.0,3,16.20619247,94.0,18.0,96.0,Conservative,1
32.0,Male,Bachelor's (Type 2),7.0,4,32.05531625,16.0,27.0,11.0,Moderate,0
47.0,Male,Bachelor's (Type 2),1.0,2,16.09000279,74.0,71.0,1.0,Moderate,0
45.0,Female,Bachelor's (Type 2),2.0,2,45.98715392,19.0,13.0,27.0,Conservative,0
26.0,Male,Master's,15.0,3,32.42034788,47.0,23.0,73.0,Moderate,0
44.0,Male,Bachelor's (Type 2),15.0,2,22.93245092,72.0,43.0,85.0,Moderate,0
23.0,Female,Bachelor's (Type 1),1.0,3,2.937846778,1.0,100.0,80.0,Conservative,0
32.0,Male,Bachelor's (Type 2),15.0,5,25.97741676,36.0,55.0,89.0,Aggressive,1
39.0,Female,Bachelor's (Type 2),7.0,4,39.23881211,0.0,89.0,66.0,Moderate,0
20.0,Male,Bachelor's (Type 1),5.0,1,14.2778799,3.0,94.0,70.0,Aggressive,1
27.0,Female,Master's,5.0,4,41.33867848,99.0,50.0,71.0,Aggressive,1
33.0,Male,Bachelor's (Type 2),11.0,3,13.5903383,53.0,31.0,83.0,Conservative,0
35.0,Male,Master's,14.0,3,42.1873194,24.0,49.0,75.0,Moderate,0
33.0,Female,Bachelor's (Type 2),8.0,4,5.263417081,2.0,40.0,98.0,Moderate,0
31.0,Male,Master's,7.0,3,44.30918544,8.0,65.0,80.0,Conservative,1
38.0,Female,Bachelor's (Type 1),3.0,2,25.95932255,85.0,24.0,91.0,Conservative,0
42.0,Male,Bachelor's (Type 2),14.0,2,15.82687948,86.0,60.0,9.0,Conservative,0
34.0,Female,PhD,11.0,3,14.25566252,75.0,65.0,85.0,Moderate,1
47.0,Female,Master's,3.0,3,22.60052795,73.0,41.0,56.0,Moderate,0
21.0,Female,Bachelor's (Type 2),8.0,2,50.95247491,33.0,64.0,96.0,Aggressive,1
21.0,Female,Bachelor's (Type 2),0.0,3,12.01636967,42.0,35.0,85.0,Moderate,0
42.0,Male,Master's,12.0,3,6.160832444,73.0,75.0,36.0,Moderate,1
50.0,Male,Bachelor's (Type 2),1.0,4,30.25175844,93.0,8.0,76.0,Moderate,0
41.0,Female,Master's,1.0,1,25.42712332,21.0,35.0,90.0,Moderate,0
38.0,Female,Master's,12.0,2,27.20981355,69.0,91.0,63.0,Conservative,1
44.0,Female,Bachelor's (Type 1),12.0,4,34.34677088,1.0,37.0,78.0,Moderate,0
45.0,Male,Bachelor's (Type 1),5.0,1,14.35720349,93.0,32.0,85.0,Moderate,0
50.0,Male,Bachelor's (Type 2),14.0,3,46.53324977,65.0,41.0,93.0,Moderate,0
49.0,Male,Bachelor's (Type 1),3.0,3,22.78360331,31.0,60.0,39.0,Aggressive,0
48.0,Male,Bachelor's (Type 2),15.0,4,7.454309757,15.0,45.0,100.0,Aggressive,1
41.0,Female,PhD,12.0,3,38.11493784,75.0,85.0,97.0,Moderate,1
45.0,Female,Bachelor's (Type 2),10.0,5,33.15521763,0.0,88.0,59.0,Aggressive,1
45.0,Female,Master's,9.0,4,16.78717012,71.0,60.0,97.0,Moderate,1
41.0,Male,Bachelor's (Type 2),12.0,1,32.0759362,47.0,17.0,47.0,Moderate,0
36.0,Male,Bachelor's (Type 2),2.0,4,11.99309782,49.0,69.0,98.0,Aggressive,1
39.0,Male,Bachelor's (Type 1),2.0,2,23.24196797,12.0,81.0,18.0,Aggressive,0
29.0,Female,Bachelor's (Type 2),2.0,4,45.97062611,14.0,79.0,71.0,Moderate,0
25.0,Female,Bachelor's (Type 2),5.0,3,7.676711658,52.0,14.0,32.0,Moderate,0
34.0,Male,Bachelor's (Type 2),13.0,3,20.3348225,43.0,47.0,43.0,Moderate,0
41.0,Female,Master's,15.0,5,42.05712124,7.0,71.0,91.0,Moderate,1
30.0,Male,Bachelor's (Type 2),7.0,5,49.47454497,73.0,12.0,36.0,Moderate,0
47.0,Male,Bachelor's (Type 2),10.0,5,23.69630682,45.0,42.0,88.0,Conservative,0
24.0,Female,Bachelor's (Type 2),6.0,1,26.34998101,68.0,59.0,35.0,Moderate,0
20.0,Male,Bachelor's (Type 1),13.0,5,29.60859809,18.0,56.0,80.0,Conservative,0
27.0,Female,Bachelor's (Type 2),3.0,1,47.61740708,37.0,70.0,87.0,Aggressive,1
40.0,Male,Bachelor's (Type 1),10.0,5,43.91033955,10.0,16.0,20.0,Moderate,0
47.0,Female,Bachelor's (Type 1),11.0,1,9.530056231,42.0,49.0,1.0,Moderate,0
31.0,Female,Bachelor's (Type 1),3.0,4,22.83789089,19.0,31.0,30.0,Aggressive,0
31.0,Female,Bachelor's (Type 2),10.0,4,24.20002141,19.0,21.0,96.0,Aggressive,1
24.0,Male,Master's,9.0,3,40.45480558,20.0,54.0,29.0,Moderate,0
26.0,Male,Bachelor's (Type 2),14.0,1,31.14464413,81.0,56.0,75.0,Aggressive,1
23.0,Female,Bachelor's (Type 2),10.0,2,33.7110231,56.0,12.0,43.0,Aggressive,0
25.0,Female,Bachelor's (Type 2),15.0,3,50.90999538,49.0,46.0,11.0,Conservative,0
32.0,Male,Bachelor's (Type 1),10.0,4,4.748002174,73.0,86.0,50.0,Conservative,0
39.0,Male,Master's,13.0,1,12.15049118,97.0,61.0,48.0,Moderate,1
49.0,Male,Bachelor's (Type 2),10.0,5,21.39479687,25.0,53.0,23.0,Moderate,0
34.0,Female,Bachelor's (Type 2),1.0,2,18.38912015,29.0,28.0,23.0,Conservative,0
